#Selection name: Selection 1
#Area (µm^2): 19386748.1
X,Y
5960.200543688155,4577.406558204529
5877.994386846047,4541.820606709213
5770.115397961534,4512.429536525689
5643.28481867134,4490.012085970511
5559.7981135760365,4474.070045830649
5438.675335893964,4455.014361778619
5324.97168555307,4433.530480655473
5202.750359829657,4410.258185580044
5092.2919434821615,4377.15002294019
4998.015179064239,4337.314890239676
4900.567813833315,4280.867982806755
4797.6064313925035,4237.952922060659
4705.16800004972,4184.773343970599
4623.8391104158345,4140.4314146571005
4540.072530894027,4087.0904586813485
4537.620765450152,4085.864903297922
4445.327017729023,4033.362424916895
4365.800126595608,3959.0758959985656
4297.979187937281,3868.3992005194573
4228.02858492944,3795.172593698226
4152.443504139836,3747.108825519994
4050.4320580565823,3696.3749571113635
3961.3496647930137,3649.169470507743
3859.100570951117,3558.0534867475026
3750.50372871301,3492.572691100957
3691.7171692760708,3421.3068419578044
3656.2466046057175,3339.9795890164714
3625.339793449182,3225.7796934936123
3585.3711066363726,3123.0350091467712
3565.1672827586563,3020.3007996322676
3562.715517314782,2909.083285278852
3560.534788157627,2799.209822849676
3553.3847330721073,2684.7415097481817
3526.415476858744,2512.7198850481714
3494.782465216597,2395.4253312467554
3455.7735349166624,2283.814356003682
3397.097288557773,2172.460341491376
3336.8606195191837,2065.330630457467
3279.1541134977406,1946.5925138246112
3225.782878709765,1829.0203769662644
3150.056715022122,1698.6499590231924
3108.3019056266016,1623.9100662677783
3040.1431536254054,1510.3887434772478
2980.0179433496514,1417.9064487740534
2925.8507849733205,1333.8128580802268
2872.6969029563375,1246.4920370110776
2818.000438208479,1129.6210592422885
2761.8433890266324,995.053506917192
2730.4664379343476,908.6027516090344
2689.320560003042,799.1617033522689
2662.521192476645,706.3625449708798
2641.1585902716506,623.5786356576864
2610.196868079974,516.9396050510632
2588.9960529338096,419.0136709177432
2563.3429430366627,304.90673953187434
2539.355167811841,199.0572494126509
2531.020065483572,42.71055662791059
2542.284029134814,-79.88753572112273
2601.1642892203918,-149.54713479310158
2913.6979335967335,-289.5039883555737
3944.3152960435114,-563.9524517086984
5213.0307530913815,-711.2187742113201
5871.820782537439,-733.6591384622352
6329.595178713238,-704.5842772798842
6832.821509091747,-639.8642163318118
6966.938316287842,-613.808070893575
7083.7464450626085,-575.2515224151948
7212.653005186588,-406.3559804907518
7309.856830565675,236.3843144454795
7251.551949746983,908.0894848245234
7206.4453576728865,1566.4588842845496
7115.71497867805,2626.040549331746
7061.366311097632,3220.321978507535
6980.9686995262055,3782.3690751973313
6842.597146370232,4217.97152470085
6696.32855164771,4465.582976598866
6505.634556291501,4618.180006745478
6368.882019408613,4679.252698339962
6099.421212940444,4705.836513457175
5942.741944229005,4602.844688534884
5960.200543688155,4577.406558204529
