#Selection name: Selection 1
#Area (µm^2): 14641130.4
X,Y
654.122258014459,446.9841790346411
811.8893303931795,15.400305838990198
840.3453131581178,10.436928671852229
1051.838529154758,-15.643842673537323
1381.9913436926392,-64.36335769137095
1672.9136930455322,-77.08431187200485
1880.306673198732,-67.89503378897167
2191.2483021668195,-32.94410129673364
2675.5243738160334,-14.528112981425101
3256.159290622788,-39.76288629835798
3821.9109961574013,-56.962644319177855
4512.455510703175,-85.03832903005242
4920.477890564184,-106.04201125913612
5459.532295236481,-102.64936885872018
5875.826865524095,-112.73591757799521
6284.658283098135,-139.5994612207689
6575.692299787002,-158.8310929225017
6696.70383261297,-120.62875361816413
6853.457720515147,24.78114845049721
6919.528294930149,114.0349627592695
6991.964222051545,324.1129918698612
7010.031682456264,595.6612157092012
7010.1681997064425,1063.0967521479677
7000.009303135689,1440.052178195442
6944.770774866044,1719.893353149201
6701.532894421062,1841.151497781939
6555.279510770953,1880.1992060029813
6297.643149658717,1916.9185716299967
5920.687566333307,1964.1208263800256
5617.557617989383,2000.7367031238427
5512.227324692928,2013.8873406310695
5405.121048920671,2023.7713153662114
5323.297516236435,2023.7713153662114
5225.472526140936,2026.4507023178357
5118.214634436455,2042.6037756613216
5036.239485819993,2070.0846352107123
4944.14947845542,2124.109921466691
4853.725988121804,2151.4567802129127
4774.876266689112,2162.9764455031673
4664.589831010665,2118.666217476927
4608.063510984744,2052.923095728824
4556.67137196662,1982.1366996210836
4509.758508622495,1910.6919380649106
4457.926620489746,1828.4446986157247
4397.8483355122235,1768.3651554146982
4323.07777467928,1796.9614301003248
4254.571908672418,1850.5375305654
4174.265164422171,1817.7661557378492
4102.477222405301,1772.875886676296
4034.9332682671948,1718.290376405191
3931.5551087370895,1712.0716067370042
3840.934077313357,1768.5057618912624
3778.5909900287556,1841.774632972262
3735.3936606917437,1923.8771767184955
3694.343489764193,1998.2935476350817
3649.636292222462,2074.310064292794
3587.9166546840593,2165.712767068345
3548.1637121890626,2255.937143532463
3548.1637121890626,2257.1151552880197
3492.6999619122125,2319.6472906540866
3416.7020040511843,2375.2796428804636
3343.4938422542496,2442.065831913327
3300.9316012308473,2532.620806603103
3244.037879941778,2598.9600117361942
3141.0088774340143,2628.7254906128505
3004.3324619840864,2604.721102604826
2914.7419156100746,2574.12708355083
2869.9142431678424,2656.1022321672904
2783.78884432366,2698.037248773982
2689.4890819303046,2750.1063120372223
2572.8152746341448,2791.573584056327
2476.450138359083,2762.9675581385445
2362.0678706194603,2731.6362201112447
2287.5763208485146,2706.7193055069924
2211.97816350586,2681.1452836778117
2103.7580453767464,2646.227379552552
2030.5162261010817,2619.1519825273035
1933.0875764093219,2559.777988156107
1857.908722049353,2485.56922411767
1821.5073724129568,2413.8124231325214
1805.5461781538206,2338.071457422171
1774.415841331274,2248.4730471512594
1731.4421612220863,2172.8034856247564
1670.332132971339,2111.3694648217465
1584.904733615963,2101.52575323873
1494.7552214503291,2105.059788505401
1425.783498191135,2149.6169428942876
1322.2650467403419,2197.189115354473
1246.6030345548627,2224.9848453357226
1159.4351975376724,2250.8523477971953
1062.217300282821,2299.1555481131654
980.5214772842339,2339.7732047112395
845.6399176626661,2325.070548511912
711.51234847583,2255.5077747617456
603.0213977374951,2165.758692226238
515.8191168518847,2099.6840285848493
387.016821367505,1982.3628652959155
345.5350797781053,1902.5638142295065
293.6849474045492,1787.850633708349
266.2647971392237,1707.2573290550827
254.87913265213797,1566.8436752425994
257.56889994766976,1480.2801000631728
260.56992028248675,1354.0831136216234
285.7332894155717,1177.549323125873
329.2027095853089,1085.396719141978
398.9086062590472,931.0045167566806
447.4744607314634,821.6269902818872
514.3276501659105,682.6742912354076
575.4471150929373,582.9333412992955
654.122258014459,446.9841790346411
